Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-04,2024,11,4,,"8,2",,"2,0",,"5,1",,"12,9",,"0,0",,"6,4",,"0,0",,"6,4",,,,10.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-05,2024,11,5,,"18,5",,"7,5",,"13,0",,"5,0",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-06,2024,11,6,,"21,8",,"10,7",,"16,3",,"1,7",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,30.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-07,2024,11,7,,"11,1",,"6,4",,"8,8",,"9,2",,"0,0",,"1,0",,"0,0",,"1,0",,,,29.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-08,2024,11,8,,"12,0",,"4,1",,"8,1",,"9,9",,"0,0",,"0,8",,"0,0",,"0,8",,,,31.0,,75.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-09,2024,11,9,,"8,2",,"0,4",,"4,3",,"13,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,31.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-10,2024,11,10,,"9,3",,"0,7",,"5,0",,"13,0",,"0,0",,"0,2",,"0,0",,"0,2",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-11,2024,11,11,,"13,2",,"5,9",,"9,6",,"8,4",,"0,0",,"18,6",,"0,0",,"18,6",,,,25.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-12,2024,11,12,,"6,4",,"-1,7",,"2,4",,"15,6",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,36.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-13,2024,11,13,,"3,1",,"-3,4",,"-0,2",,"18,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-14,2024,11,14,,"4,0",,"-3,9",,"0,1",,"17,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,5.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-15,2024,11,15,,"9,4",,"-2,0",,"3,7",,"14,3",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-16,2024,11,16,,"14,2",,"0,4",,"7,3",,"10,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,29.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-17,2024,11,17,,"7,9",,"-2,7",,"2,6",,"15,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-18,2024,11,18,,"10,5",,"1,7",,"6,1",,"11,9",,"0,0",,"1,4",,"0,0",,"1,4",,,,28.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-19,2024,11,19,,"10,4",,"1,3",,"5,9",,"12,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-20,2024,11,20,,"7,9",,"2,0",,"5,0",,"13,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,8.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-21,2024,11,21,,"8,0",,"4,8",,"6,4",,"11,6",,"0,0",,"2,6",,"0,0",,"2,6",,,,5.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-22,2024,11,22,,"7,7",,"3,6",,"5,7",,"12,3",,"0,0",,"4,6",,"0,0",,"4,6",,,,5.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-23,2024,11,23,,"7,1",,"4,0",,"5,6",,"12,4",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,2.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-24,2024,11,24,,"5,1",,"-0,4",,"2,4",,"15,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-25,2024,11,25,,"4,2",,"-2,4",,"0,9",,"17,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-26,2024,11,26,,"4,7",,"-1,9",,"1,4",,"16,6",,"0,0",,"6,2",,"0,0",,"6,2",,,,26.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-27,2024,11,27,,,M,,M,,M,,M,,M,"0,0",,"0,0",T,"0,0",T,,,25.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-28,2024,11,28,,"3,2",,"0,4",,"1,8",,"16,2",,"0,0",,"4,4",,"0,0",T,"4,4",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-29,2024,11,29,,"3,4",,"-3,2",,"0,1",,"17,9",,"0,0",,"0,0",,"0,0",T,"0,0",T,,,24.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-11-30,2024,11,30,,"2,1",,"-1,3",,"0,4",,"17,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,26.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-01,2024,12,1,,"0,1",,"-4,6",,"-2,3",,"20,3",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,25.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-02,2024,12,2,,"-0,7",,"-6,3",,"-3,5",,"21,5",,"0,0",,"0,0",,"0,2",,"0,2",,0.0,T,26.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-03,2024,12,3,,"-0,2",,"-6,4",,"-3,3",,"21,3",,"0,0",,"0,0",,"0,2",,"0,2",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-04,2024,12,4,,"-0,3",,"-6,6",,"-3,5",,"21,5",,"0,0",,"0,0",,"2,4",,"2,4",,0.0,T,18.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-05,2024,12,5,,"1,2",,"-4,2",,"-1,5",,"19,5",,"0,0",,"0,0",,"2,2",,"2,2",,2.0,,31.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-06,2024,12,6,,"-4,2",,"-8,3",,"-6,3",,"24,3",,"0,0",,"0,0",,"0,0",T,"0,0",T,2.0,,31.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-07,2024,12,7,,"-2,4",,"-7,9",,"-5,2",,"23,2",,"0,0",,"0,0",,"4,2",,"4,2",,2.0,,15.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-08,2024,12,8,,"3,1",,"-3,5",,"-0,2",,"18,2",,"0,0",,"0,0",,"7,8",,"7,0",,10.0,,31.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-09,2024,12,9,,"-3,3",,"-7,3",,"-5,3",,"23,3",,"0,0",,"0,0",,"5,0",,"5,0",,9.0,,6.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-10,2024,12,10,,"3,3",,"-3,3",,"0,0",,"18,0",,"0,0",,"8,2",,"0,6",,"8,8",,9.0,,13.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-11,2024,12,11,,"5,7",,"0,7",,"3,2",,"14,8",,"0,0",,"29,0",,"0,0",,"29,0",,4.0,,25.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-12,2024,12,12,,"1,6",,"-7,9",,"-3,2",,"21,2",,"0,0",,"0,2",,"0,0",T,"0,2",,0.0,T,26.0,,74.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-13,2024,12,13,,"-4,1",,"-8,0",,"-6,1",,"24,1",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,27.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-14,2024,12,14,,"-6,2",,"-11,4",,"-8,8",,"26,8",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-15,2024,12,15,,"-6,0",,"-12,9",,"-9,5",,"27,5",,"0,0",,"0,0",T,"0,0",,"0,0",T,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-16,2024,12,16,,"5,3",,"-7,0",,"-0,9",,"18,9",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,16.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-17,2024,12,17,,"7,9",,"2,0",,"5,0",,"13,0",,"0,0",,"6,4",,"0,0",,"6,4",,0.0,T,25.0,,57.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-18,2024,12,18,,"3,4",,"0,3",,"1,9",,"16,1",,"0,0",,"3,0",,"1,6",,"4,6",,1.0,E,25.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-19,2024,12,19,,"0,8",,"-9,4",,"-4,3",,"22,3",,"0,0",,"0,0",,"0,2",,"0,2",,0.0,T,35.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-20,2024,12,20,,"-6,8",,"-10,8",,"-8,8",,"26,8",,"0,0",,"0,0",,"0,8",,"0,8",,0.0,T,5.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-21,2024,12,21,,"-8,3",,"-15,9",,"-12,1",,"30,1",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,30.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-22,2024,12,22,,"-11,5",,"-16,7",,"-14,1",,"32,1",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-23,2024,12,23,,"-7,2",,"-16,1",,"-11,7",,"29,7",,"0,0",,"0,0",,"7,0",,"6,8",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-24,2024,12,24,,"-6,4",,"-11,0",,"-8,7",,"26,7",,"0,0",,"0,0",,"5,6",,"5,6",,10.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-25,2024,12,25,,"-7,1",,"-16,1",,"-11,6",,"29,6",,"0,0",,"0,0",,"0,0",,"0,0",,10.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-26,2024,12,26,,"-7,2",,"-17,8",,"-12,5",,"30,5",,"0,0",,"0,0",,"0,0",T,"0,0",T,10.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-27,2024,12,27,,"-6,3",,"-15,6",,"-11,0",,"29,0",,"0,0",,"0,0",,"0,0",T,"0,0",T,10.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-28,2024,12,28,,"-2,5",,"-9,1",,"-5,8",,"23,8",,"0,0",,"0,4",,"0,0",T,"0,4",,10.0,,6.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-29,2024,12,29,,"7,8",,"-3,3",,"2,3",,"15,7",,"0,0",,"4,4",,"0,0",,"4,4",,7.0,,5.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-30,2024,12,30,,"11,2",,"3,0",,"7,1",,"10,9",,"0,0",,"5,6",,"0,0",,"5,6",,,,16.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2024-12-31,2024,12,31,,"6,0",,"1,0",,"3,5",,"14,5",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,25.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-01,2025,1,1,,"1,6",,"0,3",,"1,0",,"17,0",,"0,0",,"1,2",,"5,6",,"6,8",,0.0,T,28.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-02,2025,1,2,,"0,7",,"-3,8",,"-1,6",,"19,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,29.0,,79.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-03,2025,1,3,,"-3,8",,"-9,8",,"-6,8",,"24,8",,"0,0",,"0,0",,"0,4",,"0,4",,0.0,T,28.0,,62.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-04,2025,1,4,,"-9,3",,"-12,6",,"-11,0",,"29,0",,"0,0",,"0,0",,"0,8",,"0,8",,0.0,T,31.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-05,2025,1,5,,"-9,5",,"-13,8",,"-11,7",,"29,7",,"0,0",,"0,2",,"0,0",T,"0,2",,1.0,,32.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-06,2025,1,6,,"-9,6",,"-15,2",,"-12,4",,"30,4",,"0,0",,"0,0",,"0,4",,"0,4",,1.0,,29.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-07,2025,1,7,,"-6,4",,"-11,9",,"-9,2",,"27,2",,"0,0",,"0,0",,"4,0",,"4,0",,2.0,,30.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-08,2025,1,8,,"-11,2",,"-14,3",,"-12,8",,"30,8",,"0,0",,"0,0",,"3,6",,"3,6",,2.0,,27.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-09,2025,1,9,,"-6,2",,"-12,0",,"-9,1",,"27,1",,"0,0",,"0,0",,"0,6",,"0,6",,2.0,,28.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-10,2025,1,10,,"-6,2",,"-11,5",,"-8,9",,"26,9",,"0,0",,"0,0",,"0,0",,"0,0",,2.0,,25.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-11,2025,1,11,,"-4,9",,"-7,9",,"-6,4",,"24,4",,"0,0",,"0,0",,"2,6",,"2,6",,2.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-12,2025,1,12,,"-4,0",,"-12,8",,"-8,4",,"26,4",,"0,0",,"0,0",,"0,2",,"0,2",,4.0,E,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-13,2025,1,13,,,M,,M,,M,,M,,M,"0,0",,"3,9",,"3,9",,5.0,,26.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-14,2025,1,14,,"-2,1",,"-7,7",,"-4,9",,"22,9",,"0,0",,"0,0",,"0,2",,"0,2",,9.0,,25.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-15,2025,1,15,,"-5,6",,"-13,5",,"-9,6",,"27,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,9.0,,28.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-16,2025,1,16,,"-4,1",,"-11,2",,"-7,7",,"25,7",,"0,0",,"0,0",,"0,4",,"0,4",,8.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-17,2025,1,17,,"-0,6",,"-8,7",,"-4,7",,"22,7",,"0,0",,"0,0",,"0,2",,"0,2",,8.0,,16.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-18,2025,1,18,,"2,5",,"-1,1",,"0,7",,"17,3",,"0,0",,"3,2",,"0,0",T,"3,2",,8.0,,17.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-19,2025,1,19,,"-1,1",,"-11,2",,"-6,2",,"24,2",,"0,0",,"0,0",,"0,0",T,"0,0",T,2.0,,28.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-20,2025,1,20,,"-11,0",,"-17,0",,"-14,0",,"32,0",,"0,0",,"0,0",,"0,0",T,"0,0",T,2.0,,28.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-21,2025,1,21,,"-10,8",,"-16,6",,"-13,7",,"31,7",,"0,0",,"0,0",,"0,0",T,"0,0",T,2.0,,25.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-22,2025,1,22,,"-9,5",,"-17,7",,"-13,6",,"31,6",,"0,0",,,M,"0,0",,,M,2.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-23,2025,1,23,,"-5,0",,"-10,4",,"-7,7",,"25,7",,"0,0",,"0,0",,"3,2",,"3,2",,1.0,,18.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-24,2025,1,24,,"-8,4",,"-18,1",,"-13,3",,"31,3",,"0,0",,"0,0",,"0,0",,"0,0",,3.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-25,2025,1,25,,"-3,7",,"-20,7",,"-12,2",,"30,2",,"0,0",,"0,0",,"0,0",T,"0,0",T,3.0,,20.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-26,2025,1,26,,"-0,4",,"-8,3",,"-4,4",,"22,4",,"0,0",,"0,0",,"1,8",,"1,4",,3.0,,28.0,,68.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-27,2025,1,27,,"1,4",,"-5,8",,"-2,2",,"20,2",,"0,0",,"0,0",,"1,4",,"1,4",,3.0,,24.0,,96.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-28,2025,1,28,,"-1,2",,"-15,4",,"-8,3",,"26,3",,"0,0",,"0,0",,"0,8",,"0,8",,4.0,,30.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-29,2025,1,29,,"-8,2",,"-14,7",,"-11,5",,"29,5",,"0,0",,"0,0",,"7,4",,"7,4",,5.0,,32.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-30,2025,1,30,,"-9,7",,"-19,9",,"-14,8",,"32,8",,"0,0",,"0,0",,"1,2",,"0,8",,8.0,,26.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-01-31,2025,1,31,,"-3,8",,"-11,6",,"-7,7",,"25,7",,"0,0",,"0,0",,"0,0",T,"0,0",T,7.0,,3.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-01,2025,2,1,,"-8,7",,"-20,6",,"-14,7",,"32,7",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,3.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-02,2025,2,2,,"-11,7",,"-21,8",,"-16,8",,"34,8",,"0,0",,"0,0",,"0,6",,"0,6",,7.0,E,5.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-03,2025,2,3,,"-0,4",,"-12,2",,"-6,3",,"24,3",,"0,0",,"0,0",,"6,6",,"6,6",,8.0,,30.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-04,2025,2,4,,"-4,0",,"-14,5",,"-9,3",,"27,3",,"0,0",,"0,0",,"0,0",T,"0,0",T,11.0,,30.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-05,2025,2,5,,"-12,8",,"-18,9",,"-15,9",,"33,9",,"0,0",,"0,0",,"0,0",,"0,0",,11.0,,26.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-06,2025,2,6,,"0,6",,"-18,6",,"-9,0",,"27,0",,"0,0",,"0,0",,"9,0",,"9,0",,10.0,,24.0,,57.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-07,2025,2,7,,"0,4",,"-10,5",,"-5,1",,"23,1",,"0,0",,"0,0",,"1,6",,"1,6",,11.0,,27.0,,64.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-08,2025,2,8,,"-5,5",,"-12,5",,"-9,0",,"27,0",,"0,0",,"0,0",,"0,0",T,"0,0",T,12.0,,26.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-09,2025,2,9,,"-4,2",,"-10,2",,"-7,2",,"25,2",,"0,0",,"0,0",,"2,8",,"2,8",,13.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-10,2025,2,10,,"-6,2",,"-11,7",,"-9,0",,"27,0",,"0,0",,"0,0",,"0,0",T,"0,0",T,12.0,,27.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-11,2025,2,11,,"-3,6",,"-13,1",,"-8,4",,"26,4",,"0,0",,"0,0",,"0,2",,"0,2",,12.0,,28.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-12,2025,2,12,,"-10,9",,"-17,9",,"-14,4",,"32,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,12.0,,6.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-13,2025,2,13,,"-3,2",,"-12,1",,"-7,7",,"25,7",,"0,0",,"0,0",,"34,0",,"34,0",,17.0,,26.0,,62.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-14,2025,2,14,,"-6,9",,"-15,6",,"-11,3",,"29,3",,"0,0",,"0,0",,"0,0",,"0,0",,27.0,,28.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-15,2025,2,15,,"-8,1",,"-14,7",,"-11,4",,"29,4",,"0,0",,"0,0",,"1,6",,"1,6",,27.0,,7.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-16,2025,2,16,,"-9,1",,"-10,7",,"-9,9",,"27,9",,"0,0",,"0,0",,"36,8",,"36,8",,27.0,,5.0,,69.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-17,2025,2,17,,"-9,5",,"-14,4",,"-12,0",,"30,0",,"0,0",,"0,0",,"2,2",,"2,2",,30.0,,29.0,,74.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-18,2025,2,18,,,M,,M,,M,,M,,M,,M,,M,,M,30.0,E,29.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-19,2025,2,19,,"-10,2",,"-17,8",,"-14,0",,"32,0",,"0,0",,"0,0",,"0,0",,"0,0",,29.0,,25.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-20,2025,2,20,,"-7,0",,"-18,8",,"-12,9",,"30,9",,"0,0",,"0,0",,"0,8",,"0,8",,29.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-21,2025,2,21,,"-7,6",,"-12,2",,"-9,9",,"27,9",,"0,0",,"0,0",,"0,0",T,"0,0",T,28.0,,29.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-22,2025,2,22,,"-2,2",,"-15,2",,"-8,7",,"26,7",,"0,0",,"0,0",,"0,2",,"0,2",,28.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-23,2025,2,23,,"-0,6",,"-6,5",,"-3,6",,"21,6",,"0,0",,"0,0",,"0,6",,"0,6",,20.0,,29.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-24,2025,2,24,,"6,5",,"-5,7",,"0,4",,"17,6",,"0,0",,"0,4",,"0,0",,"0,4",,19.0,,24.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-25,2025,2,25,,"6,2",,"1,5",,"3,9",,"14,1",,"0,0",,"2,8",,"0,0",,"2,8",,10.0,,24.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-26,2025,2,26,,"3,0",,"-7,1",,"-2,1",,"20,1",,"0,0",,"0,0",,"0,0",,"0,0",,8.0,,26.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-27,2025,2,27,,"1,4",,"-4,8",,"-1,7",,"19,7",,"0,0",,"0,0",,"5,6",,"6,0",,6.0,,24.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-02-28,2025,2,28,,"1,5",,"-9,8",,"-4,2",,"22,2",,"0,0",,"0,0",,"3,0",,"3,0",,9.0,,30.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-01,2025,3,1,,"0,0",,"-13,8",,"-6,9",,"24,9",,"0,0",,"0,0",,"1,6",,"1,6",,11.0,,28.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-02,2025,3,2,,"-12,9",,"-20,9",,"-16,9",,"34,9",,"0,0",,"0,0",,"0,0",,"0,0",,10.0,,27.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-03,2025,3,3,,,M,,M,,M,,M,,M,"0,0",,"0,0",T,"0,0",T,10.0,E,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-04,2025,3,4,,"4,8",,"-5,6",,"-0,4",,"18,4",,"0,0",,"0,8",,"3,2",,"5,2",,10.0,,24.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-05,2025,3,5,,"8,7",,"0,6",,"4,7",,"13,3",,"0,0",,"6,6",,"0,0",,"6,6",,10.0,,16.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-06,2025,3,6,,"6,8",,"-7,1",,"-0,2",,"18,2",,"0,0",,"0,8",,"0,6",,"1,4",,4.0,,24.0,,65.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-07,2025,3,7,,"0,8",,"-8,0",,"-3,6",,"21,6",,"0,0",,"0,0",,"0,0",T,"0,0",T,2.0,,27.0,,68.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-08,2025,3,8,,"-1,6",,"-7,1",,"-4,4",,"22,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,1.0,,29.0,,64.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-09,2025,3,9,,"2,5",,"-7,3",,"-2,4",,"20,4",,"0,0",,"0,0",,"2,4",,"2,4",,2.0,,29.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-10,2025,3,10,,"4,1",,"-4,8",,"-0,4",,"18,4",,"0,0",,"0,0",,"0,8",,"0,8",,4.0,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-11,2025,3,11,,"12,3",,"-3,9",,"4,2",,"13,8",,"0,0",,"0,0",T,"0,0",,"0,0",T,2.0,,26.0,,67.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-12,2025,3,12,,"-1,1",,"-7,9",,"-4,5",,"22,5",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,36.0,,31.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-13,2025,3,13,,"8,7",,"-8,2",,"0,3",,"17,7",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-14,2025,3,14,,"12,2",,"-6,0",,"3,1",,"14,9",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-15,2025,3,15,,"17,3",,"-0,8",,"8,3",,"9,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,16.0,,34.0,
