Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Jour,Qualité des Données,Temp max.(°C),Temp max. Indicateur,Temp min.(°C),Temp min. Indicateur,Temp moy.(°C),Temp moy. Indicateur,DJC (°C),DJC Indicateur,DJR (°C),DJR Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol (cm),Neige au sol Indicateur,Dir. raf. max. (10s deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-16,2025,3,16,,"16,4",,"7,2",,"11,8",,"6,2",,"0,0",,"6,6",,"0,0",,"6,6",,0.0,T,17.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-17,2025,3,17,,"9,1",,"-2,5",,"3,3",,"14,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-18,2025,3,18,,"6,8",,"-5,5",,"0,7",,"17,3",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-19,2025,3,19,,"18,8",,"-0,9",,"9,0",,"9,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,16.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-20,2025,3,20,,"19,3",,"6,0",,"12,7",,"5,3",,"0,0",,"0,6",,"0,0",,"0,6",,,,17.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-21,2025,3,21,,"6,8",,"-1,6",,"2,6",,"15,4",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,27.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-22,2025,3,22,,"11,7",,"-7,3",,"2,2",,"15,8",,"0,0",,"2,8",,"1,0",,"3,8",,0.0,T,29.0,,60.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-23,2025,3,23,,"-1,3",,"-9,8",,"-5,6",,"23,6",,"0,0",,"0,0",,"0,0",,"0,0",,0.0,T,26.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-24,2025,3,24,,"3,7",,"-4,7",,"-0,5",,"18,5",,"0,0",,"2,2",,"3,0",,"5,2",,0.0,T,24.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-25,2025,3,25,,"4,1",,"0,6",,"2,4",,"15,6",,"0,0",,"1,0",,"0,0",,"1,0",,0.0,T,23.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-26,2025,3,26,,"4,3",,"-0,5",,"1,9",,"16,1",,"0,0",,"0,0",,"0,0",T,"0,0",T,0.0,T,27.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-27,2025,3,27,,"7,3",,"-2,3",,"2,5",,"15,5",,"0,0",,"0,0",,"0,8",,"0,8",,0.0,T,26.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-28,2025,3,28,,"3,3",,"-4,4",,"-0,6",,"18,6",,"0,0",,"0,0",,"0,8",,"0,8",,0.0,T,30.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-29,2025,3,29,,"1,5",,"-5,4",,"-2,0",,"20,0",,"0,0",,"0,0",,"2,6",,"2,6",,2.0,,6.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-30,2025,3,30,,"1,7",,"-2,0",,"-0,2",,"18,2",,"0,0",,"18,4",,"0,0",T,"18,4",,0.0,T,5.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-03-31,2025,3,31,,"13,7",,"0,5",,"7,1",,"10,9",,"0,0",,"8,8",,"0,0",,"8,8",,0.0,T,26.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-01,2025,4,1,,"2,4",,"-5,0",,"-1,3",,"19,3",,"0,0",,"0,0",,"0,0",,"0,0",,,,28.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-02,2025,4,2,,"1,4",,"-7,0",,"-2,8",,"20,8",,"0,0",,"0,2",,"1,4",,"1,6",,0.0,T,11.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-03,2025,4,3,,"18,8",,"0,4",,"9,6",,"8,4",,"0,0",,"22,4",,"0,0",,"22,4",,,,29.0,,69.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-04,2025,4,4,,"10,6",,"3,2",,"6,9",,"11,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,30.0,,43.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-05,2025,4,5,,"7,4",,"1,6",,"4,5",,"13,5",,"0,0",,"11,8",,"0,0",,"11,8",,,,16.0,,62.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-06,2025,4,6,,"8,1",,"-0,3",,"3,9",,"14,1",,"0,0",,"2,6",,"0,0",,"2,6",,,,31.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-07,2025,4,7,,"7,7",,"-1,4",,"3,2",,"14,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,7.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-08,2025,4,8,,"4,0",,"-5,5",,"-0,8",,"18,8",,"0,0",,"3,0",,"4,6",,"7,6",,0.0,T,24.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-09,2025,4,9,,"1,6",,"-6,8",,"-2,6",,"20,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,25.0,,49.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-10,2025,4,10,,"7,3",,"-3,2",,"2,1",,"15,9",,"0,0",,"0,6",,"0,0",,"0,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-11,2025,4,11,,"7,6",,"2,6",,"5,1",,"12,9",,"0,0",,"1,8",,"0,0",,"1,8",,,,9.0,,34.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-12,2025,4,12,,"10,4",,"1,7",,"6,1",,"11,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,5.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-13,2025,4,13,,"14,9",,"3,8",,"9,4",,"8,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,4.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-14,2025,4,14,,"16,3",,"0,8",,"8,6",,"9,4",,"0,0",,"0,6",,"0,0",,"0,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-15,2025,4,15,,"15,0",,"4,0",,"9,5",,"8,5",,"0,0",,"3,2",,"0,0",,"3,2",,,,27.0,,68.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-16,2025,4,16,,"4,4",,"0,2",,"2,3",,"15,7",,"0,0",,"0,4",,"1,0",,"1,4",,,,27.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-17,2025,4,17,,"9,6",,"0,1",,"4,9",,"13,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,27.0,,53.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-18,2025,4,18,,"15,0",,"-0,8",,"7,1",,"10,9",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,16.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-19,2025,4,19,,"20,5",,"7,0",,"13,8",,"4,2",,"0,0",,"4,6",,"0,0",,"4,6",,,,30.0,,61.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-20,2025,4,20,,"10,6",,"2,5",,"6,6",,"11,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,32.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-21,2025,4,21,,"13,4",,"-0,8",,"6,3",,"11,7",,"0,0",,"7,6",,"0,0",,"7,6",,,,15.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-22,2025,4,22,,"11,2",,"6,9",,"9,1",,"8,9",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,26.0,,61.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-23,2025,4,23,,"15,0",,"2,8",,"8,9",,"9,1",,"0,0",,"0,0",,"0,0",,"0,0",,,,29.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-24,2025,4,24,,"18,4",,"2,1",,"10,3",,"7,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-25,2025,4,25,,"16,6",,"6,5",,"11,6",,"6,4",,"0,0",,"0,2",,"0,0",,"0,2",,,,7.0,,38.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-26,2025,4,26,,"10,4",,"5,5",,"8,0",,"10,0",,"0,0",,"9,8",,"0,0",,"9,8",,,,3.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-27,2025,4,27,,"18,5",,"2,2",,"10,4",,"7,6",,"0,0",,"9,4",,"0,0",T,"9,4",,,,2.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-28,2025,4,28,,"20,8",,"6,1",,"13,5",,"4,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,23.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-29,2025,4,29,,"24,3",,"10,3",,"17,3",,"0,7",,"0,0",,"3,6",,"0,0",,"3,6",,,,30.0,,87.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-04-30,2025,4,30,,"11,3",,"1,6",,"6,5",,"11,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,31.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-01,2025,5,1,,"16,9",,"1,4",,"9,2",,"8,8",,"0,0",,"1,2",,"0,0",,"1,2",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-02,2025,5,2,,"22,0",,"9,9",,"16,0",,"2,0",,"0,0",,"3,4",,"0,0",,"3,4",,,,23.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-03,2025,5,3,,"16,5",,"8,7",,"12,6",,"5,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-04,2025,5,4,,"20,6",,"8,6",,"14,6",,"3,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,8.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-05,2025,5,5,,"23,9",,"8,7",,"16,3",,"1,7",,"0,0",,"0,2",,"0,0",,"0,2",,,,5.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-06,2025,5,6,,"23,7",,"13,2",,"18,5",,"0,0",,"0,5",,"10,6",,"0,0",,"10,6",,,,17.0,,47.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-07,2025,5,7,,"20,4",,"9,9",,"15,2",,"2,8",,"0,0",,"0,2",,"0,0",,"0,2",,,,36.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-08,2025,5,8,,"10,6",,"6,1",,"8,4",,"9,6",,"0,0",,"0,4",,"0,0",,"0,4",,,,5.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-09,2025,5,9,,"8,4",,"5,5",,"7,0",,"11,0",,"0,0",,"9,8",,"0,0",,"9,8",,,,5.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-10,2025,5,10,,"18,9",,"7,1",,"13,0",,"5,0",,"0,0",,"14,2",,"0,0",,"14,2",,,,36.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-11,2025,5,11,,"17,1",,"3,7",,"10,4",,"7,6",,"0,0",,"0,0",,"0,0",,"0,0",,,,31.0,,40.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-12,2025,5,12,,"21,3",,"9,9",,"15,6",,"2,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,23.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-13,2025,5,13,,"26,8",,"9,2",,"18,0",,"0,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,7.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-14,2025,5,14,,"27,4",,"12,3",,"19,9",,"0,0",,"1,9",,"0,0",,"0,0",,"0,0",,,,17.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-15,2025,5,15,,"26,1",,"17,1",,"21,6",,"0,0",,"3,6",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-16,2025,5,16,,"29,3",,"15,3",,"22,3",,"0,0",,"4,3",,"10,4",,"0,0",,"10,4",,,,28.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-17,2025,5,17,,"20,8",,"12,8",,"16,8",,"1,2",,"0,0",,"12,4",,"0,0",,"12,4",,,,24.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-18,2025,5,18,,"15,0",,"7,6",,"11,3",,"6,7",,"0,0",,"14,2",,"0,0",,"14,2",,,,33.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-19,2025,5,19,,"11,5",,"6,9",,"9,2",,"8,8",,"0,0",,"0,0",T,"0,0",,"0,0",T,,,34.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-20,2025,5,20,,"11,9",,"6,7",,"9,3",,"8,7",,"0,0",,"0,2",,"0,0",,"0,2",,,,3.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-21,2025,5,21,,"16,6",,"8,8",,"12,7",,"5,3",,"0,0",,"0,2",,"0,0",,"0,2",,,,11.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-22,2025,5,22,,"11,5",,"8,3",,"9,9",,"8,1",,"0,0",,"4,8",,"0,0",,"4,8",,,,11.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-23,2025,5,23,,"10,4",,"7,2",,"8,8",,"9,2",,"0,0",,"10,8",,"0,0",,"10,8",,,,6.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-24,2025,5,24,,"11,4",,"6,6",,"9,0",,"9,0",,"0,0",,"9,6",,"0,0",,"9,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-25,2025,5,25,,"18,0",,"7,3",,"12,7",,"5,3",,"0,0",,"1,4",,"0,0",,"1,4",,,,30.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-26,2025,5,26,,"22,0",,"8,1",,"15,1",,"2,9",,"0,0",,"7,2",,"0,0",,"7,2",,,,4.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-27,2025,5,27,,"25,9",,"10,2",,"18,1",,"0,0",,"0,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-28,2025,5,28,,"27,4",,"11,3",,"19,4",,"0,0",,"1,4",,"0,0",,"0,0",,"0,0",,,,22.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-29,2025,5,29,,"19,0",,"15,3",,"17,2",,"0,8",,"0,0",,"0,4",,"0,0",,"0,4",,,,24.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-30,2025,5,30,,"21,7",,"14,5",,"18,1",,"0,0",,"0,1",,"0,0",T,"0,0",,"0,0",T,,,23.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-05-31,2025,5,31,,"16,7",,"9,6",,"13,2",,"4,8",,"0,0",,"6,6",,"0,0",,"6,6",,,,1.0,,42.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-01,2025,6,1,,"13,1",,"7,4",,"10,3",,"7,7",,"0,0",,"1,2",,"0,0",,"1,2",,,,28.0,,56.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-02,2025,6,2,,"20,0",,"8,5",,"14,3",,"3,7",,"0,0",,"0,0",,"0,0",,"0,0",,,,28.0,,51.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-03,2025,6,3,,"24,8",,"9,5",,"17,2",,"0,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-04,2025,6,4,,"30,4",,"15,2",,"22,8",,"0,0",,"4,8",,"0,0",,"0,0",,"0,0",,,,23.0,,44.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-05,2025,6,5,,"26,6",,"16,4",,"21,5",,"0,0",,"3,5",,"0,0",,"0,0",,"0,0",,,,26.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-06,2025,6,6,,"24,9",,"15,1",,"20,0",,"0,0",,"2,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-07,2025,6,7,,"25,9",,"13,9",,"19,9",,"0,0",,"1,9",,"0,0",,"0,0",,"0,0",,,,4.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-08,2025,6,8,,"25,2",,"10,4",,"17,8",,"0,2",,"0,0",,"0,0",,"0,0",,"0,0",,,,10.0,,36.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-09,2025,6,9,,"21,5",,"15,4",,"18,5",,"0,0",,"0,5",,"1,4",,"0,0",,"1,4",,,,17.0,,67.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-10,2025,6,10,,"25,1",,"16,0",,"20,6",,"0,0",,"2,6",,"9,0",,"0,0",,"9,0",,,,23.0,,61.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-11,2025,6,11,,"24,0",,"14,8",,"19,4",,"0,0",,"1,4",,"0,4",,"0,0",,"0,4",,,,27.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-12,2025,6,12,,"21,1",,"11,1",,"16,1",,"1,9",,"0,0",,"0,0",,"0,0",,"0,0",,,,29.0,,52.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-13,2025,6,13,,"18,8",,"9,5",,"14,2",,"3,8",,"0,0",,"0,0",,"0,0",,"0,0",,,,36.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-14,2025,6,14,,"21,9",,"9,3",,"15,6",,"2,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,7.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-15,2025,6,15,,"24,8",,"8,4",,"16,6",,"1,4",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-16,2025,6,16,,"27,6",,"12,0",,"19,8",,"0,0",,"1,8",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-17,2025,6,17,,"27,7",,"19,9",,"23,8",,"0,0",,"5,8",,"0,0",T,"0,0",,"0,0",T,,,16.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-18,2025,6,18,,"29,4",,"19,8",,"24,6",,"0,0",,"6,6",,"0,0",,"0,0",,"0,0",,,,29.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-19,2025,6,19,,"29,5",,"19,1",,"24,3",,"0,0",,"6,3",,"3,2",,"0,0",,"3,2",,,,26.0,,61.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-20,2025,6,20,,"24,5",,"14,2",,"19,4",,"0,0",,"1,4",,"4,6",,"0,0",,"4,6",,,,29.0,,48.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-21,2025,6,21,,"26,9",,"11,8",,"19,4",,"0,0",,"1,4",,"0,6",,"0,0",,"0,6",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-22,2025,6,22,,"30,2",,"20,4",,"25,3",,"0,0",,"7,3",,"4,8",,"0,0",,"4,8",,,,24.0,,54.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-23,2025,6,23,,"34,9",,"21,8",,"28,4",,"0,0",,"10,4",,"0,0",,"0,0",,"0,0",,,,24.0,,50.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-24,2025,6,24,,"35,6",,"23,7",,"29,7",,"0,0",,"11,7",,"0,0",,"0,0",,"0,0",,,,27.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-25,2025,6,25,,"29,4",,"19,2",,"24,3",,"0,0",,"6,3",,"0,0",,"0,0",,"0,0",,,,6.0,,46.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-26,2025,6,26,,"21,6",,"15,2",,"18,4",,"0,0",,"0,4",,"0,0",,"0,0",,"0,0",,,,5.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-27,2025,6,27,,"25,3",,"14,6",,"20,0",,"0,0",,"2,0",,"5,8",,"0,0",,"5,8",,,,16.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-28,2025,6,28,,"27,0",,"15,4",,"21,2",,"0,0",,"3,2",,"9,0",,"0,0",,"9,0",,,,16.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-29,2025,6,29,,"24,4",,"18,1",,"21,3",,"0,0",,"3,3",,"0,0",,"0,0",,"0,0",,,,26.0,,39.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-06-30,2025,6,30,,"30,5",,"16,5",,"23,5",,"0,0",,"5,5",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-01,2025,7,1,,"28,7",,"20,4",,"24,6",,"0,0",,"6,6",,"5,4",,"0,0",,"5,4",,,,25.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-02,2025,7,2,,"28,4",,"19,6",,"24,0",,"0,0",,"6,0",,"1,2",,"0,0",,"1,2",,,,24.0,,45.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-03,2025,7,3,,"24,2",,"15,7",,"20,0",,"0,0",,"2,0",,"1,0",,"0,0",,"1,0",,,,33.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-04,2025,7,4,,"25,4",,"13,7",,"19,6",,"0,0",,"1,6",,"0,0",,"0,0",,"0,0",,,,27.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-05,2025,7,5,,"27,0",,"15,4",,"21,2",,"0,0",,"3,2",,"0,0",T,"0,0",,"0,0",T,,,22.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-06,2025,7,6,,"34,0",,"22,4",,"28,2",,"0,0",,"10,2",,"3,6",,"0,0",,"3,6",,,,31.0,,63.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-07,2025,7,7,,"22,6",,"16,0",,"19,3",,"0,0",,"1,3",,"14,8",,"0,0",,"14,8",,,,2.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-08,2025,7,8,,"26,3",,"16,3",,"21,3",,"0,0",,"3,3",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-09,2025,7,9,,"28,3",,"19,1",,"23,7",,"0,0",,"5,7",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-10,2025,7,10,,"29,2",,"20,4",,"24,8",,"0,0",,"6,8",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-11,2025,7,11,,"31,4",,"19,5",,"25,5",,"0,0",,"7,5",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-12,2025,7,12,,"32,8",,"21,0",,"26,9",,"0,0",,"8,9",,"0,0",,"0,0",,"0,0",,,,20.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-13,2025,7,13,,"31,3",,"22,4",,"26,9",,"0,0",,"8,9",,"81,6",,"0,0",,"81,6",,,,23.0,,55.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-14,2025,7,14,,"29,3",,"22,6",,"26,0",,"0,0",,"8,0",,"0,0",,"0,0",,"0,0",,,,27.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-15,2025,7,15,,"30,8",,"20,0",,"25,4",,"0,0",,"7,4",,"0,0",,"0,0",,"0,0",,,,29.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-16,2025,7,16,,"33,2",,"22,4",,"27,8",,"0,0",,"9,8",,"1,6",,"0,0",,"1,6",,,,24.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-17,2025,7,17,,"30,6",,"17,2",,"23,9",,"0,0",,"5,9",,"26,0",,"0,0",,"26,0",,,,22.0,,74.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-18,2025,7,18,,"25,0",,"14,8",,"19,9",,"0,0",,"1,9",,"0,0",,"0,0",,"0,0",,,,32.0,,37.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-19,2025,7,19,,"25,9",,"17,3",,"21,6",,"0,0",,"3,6",,"0,4",,"0,0",,"0,4",,,,24.0,,33.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-20,2025,7,20,,"26,0",,"18,4",,"22,2",,"0,0",,"4,2",,"0,6",,"0,0",,"0,6",,,,21.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-21,2025,7,21,,"22,2",,"13,7",,"18,0",,"0,0",,"0,0",,"0,0",,"0,0",,"0,0",,,,32.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-22,2025,7,22,,"23,3",,"11,6",,"17,5",,"0,5",,"0,0",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-23,2025,7,23,,"26,7",,"14,6",,"20,7",,"0,0",,"2,7",,"0,0",,"0,0",,"0,0",,,,24.0,,32.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-24,2025,7,24,,"32,3",,"18,9",,"25,6",,"0,0",,"7,6",,"0,0",T,"0,0",,"0,0",T,,,22.0,,58.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-25,2025,7,25,,"29,0",,"17,2",,"23,1",,"0,0",,"5,1",,"0,8",,"0,0",,"0,8",,,,5.0,,35.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-26,2025,7,26,,"29,1",,"15,7",,"22,4",,"0,0",,"4,4",,"0,0",,"0,0",,"0,0",,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-27,2025,7,27,,"29,0",,"20,0",,"24,5",,"0,0",,"6,5",,"0,0",T,"0,0",,"0,0",T,,,,M,,M
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-28,2025,7,28,,"31,4",,"19,5",,"25,5",,"0,0",,"7,5",,"0,0",,"0,0",,"0,0",,,,23.0,,41.0,
"-73,74","45,47",MONTREAL INTL A,7025251,2025-07-29,2025,7,29,,"30,0",,"22,2",,"26,1",,"0,0",,"8,1",,"0,0",,"0,0",,"0,0",,,,,M,,M
